,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Day,Month,Year,Hour,Minute,Total Consumption
5930,0.14,0.0,244.17,0.6,23,7,2009,18,4,0.0
5931,0.158,0.0,240.68,0.6,16,5,2008,12,3,0.0
5932,1.336,0.078,239.73,5.6,14,2,2009,9,28,17.0
5933,0.214,0.104,239.14,1.0,13,6,2007,23,40,0.0
5934,0.296,0.0,244.96,1.2,27,8,2009,23,20,0.0
5935,2.322,0.048,237.1,9.8,26,10,2007,22,3,0.0
5936,0.42,0.252,242.91,2.0,5,3,2009,6,28,2.0
5937,2.53,0.134,240.65,10.4,23,1,2010,7,52,18.0
5938,0.25,0.0,246.55,1.0,16,11,2009,3,14,1.0
5939,1.628,0.0,244.79,6.6,30,10,2010,15,38,19.0
5940,1.408,0.0,240.16,5.8,29,12,2007,12,31,19.0
5941,0.258,0.084,240.96,1.2,7,4,2007,5,11,0.0
5942,0.108,0.0,240.66,0.4,20,9,2007,15,57,0.0
5943,0.176,0.0,241.62,0.8,26,7,2010,2,15,1.0
5944,2.89,0.058,239.66,12.8,22,9,2009,20,33,24.0
5945,2.732,0.0,237.68,11.4,17,10,2008,7,7,18.0
5946,1.156,0.178,242.79,4.8,28,9,2010,22,19,1.0
5947,0.594,0.0,237.29,3.0,9,1,2008,17,24,5.0
5948,1.406,0.118,242.08,5.8,27,2,2007,20,45,18.0
5949,0.166,0.0,240.7,0.6,14,5,2008,4,58,1.0
5950,0.222,0.0,244.95,1.0,4,4,2007,0,16,0.0
5951,2.036,0.352,238.05,8.6,28,9,2007,11,1,21.0
5952,0.288,0.0,243.83,1.2,17,4,2010,20,4,1.0
5953,0.19,0.076,241.55,0.8,25,6,2007,15,29,0.0
5954,0.248,0.0,240.25,1.0,28,4,2008,21,0,0.0
5955,0.216,0.0,233.79,1.0,21,5,2007,13,41,0.0
5956,0.132,0.0,244.09,0.6,26,6,2007,18,10,0.0
5957,1.922,0.0,242.14,7.8,11,5,2008,14,14,25.0
5958,0.214,0.0,239.04,0.8,14,4,2007,7,49,0.0
5959,2.086,0.222,242.57,8.6,21,5,2010,15,39,30.0
5960,1.304,0.772,239.82,6.8,7,9,2010,9,18,1.0
5961,0.486,0.0,240.8,2.0,23,5,2008,22,40,0.0
5962,1.522,0.0,244.72,6.2,27,1,2010,23,52,19.0
5963,0.91,0.214,239.81,3.8,19,7,2008,4,45,11.0
5964,2.392,0.052,241.33,9.8,18,2,2010,20,10,19.0
5965,1.346,0.0,241.68,5.6,19,12,2008,12,46,18.0
5966,2.312,0.134,242.97,9.4,2,9,2008,15,47,18.0
5967,3.838,0.218,235.74,16.4,22,4,2007,9,35,21.0
5968,1.37,0.074,241.03,5.6,4,9,2010,10,43,21.0
5969,0.258,0.0,241.07,1.0,4,1,2007,16,29,0.0
5970,0.256,0.0,245.76,1.0,11,11,2009,1,37,0.0
5971,0.352,0.0,238.73,1.6,15,3,2007,12,32,0.0
5972,0.336,0.242,240.95,1.6,25,6,2010,16,34,2.0
5973,3.538,0.114,238.63,14.8,11,8,2008,22,40,39.0
5974,0.312,0.24,242.72,1.6,20,8,2009,11,0,0.0
5975,4.074,0.116,243.44,16.6,24,12,2006,16,18,58.0
5976,1.252,0.108,238.81,5.2,31,8,2007,11,41,18.0
5977,1.328,0.0,240.44,5.4,29,1,2007,14,24,18.0
5978,0.374,0.092,241.87,1.6,4,11,2010,18,13,2.0
5979,0.124,0.0,235.14,0.6,13,8,2007,5,20,0.0
5980,0.846,0.1,247.29,3.4,1,7,2010,15,47,1.0
5981,1.484,0.294,238.34,6.2,24,6,2009,18,2,19.0
5982,0.322,0.122,241.01,1.4,12,7,2007,21,11,0.0
5983,0.376,0.108,240.61,1.6,25,10,2007,13,55,0.0
5984,0.32,0.21,243.02,1.6,25,7,2010,18,42,2.0
5985,2.684,0.178,237.65,11.2,2,8,2009,19,26,19.0
5986,1.398,0.068,246.55,5.6,14,2,2010,13,29,19.0
5987,0.27,0.0,243.58,1.2,17,4,2008,11,52,0.0
5988,1.792,0.074,242.67,7.4,11,4,2009,12,34,19.0
5989,3.278,0.542,240.4,13.8,25,3,2007,12,49,39.0
5991,0.398,0.046,240.76,1.6,10,3,2007,20,18,0.0
5992,1.006,0.274,242.68,4.2,18,7,2008,0,22,1.0
5993,0.186,0.0,243.69,0.8,24,5,2010,23,30,1.0
5994,0.272,0.122,243.74,1.2,26,7,2010,0,12,1.0
5995,0.262,0.27,239.75,1.4,25,8,2008,14,27,1.0
5996,1.212,0.068,241.63,5.0,11,7,2009,15,37,1.0
5997,0.324,0.116,246.21,1.4,11,8,2009,4,20,1.0
5998,0.326,0.11,248.06,1.4,31,1,2010,2,21,2.0
5999,0.936,0.134,241.64,3.8,15,3,2007,0,6,0.0
6000,1.738,0.168,239.78,7.2,6,9,2008,22,44,1.0
6001,0.258,0.126,239.2,1.2,17,9,2008,6,35,1.0
6002,3.796,0.114,237.37,16.0,25,6,2008,21,53,56.0
6003,1.35,0.0,238.65,5.6,2,12,2007,16,9,17.0
6004,0.36,0.224,243.06,1.6,4,8,2007,15,40,2.0
6005,0.35,0.218,238.9,1.6,29,6,2008,9,32,0.0
6006,0.272,0.0,243.82,1.2,14,9,2008,10,38,1.0
6007,1.472,0.198,242.12,6.0,3,5,2008,8,24,18.0
6008,1.512,0.072,241.04,6.2,9,12,2008,10,38,19.0
6009,2.7,0.374,246.59,11.0,12,12,2009,20,33,14.0
6010,1.396,0.102,242.31,5.6,26,10,2009,17,25,21.0
6011,0.194,0.0,238.7,0.8,18,4,2007,8,30,2.0
6012,0.222,0.108,241.87,1.0,30,9,2009,3,47,0.0
6013,0.184,0.122,243.13,0.8,16,9,2007,4,57,2.0
6014,0.2,0.0,241.98,0.8,6,9,2010,3,56,0.0
6015,0.44,0.282,249.11,2.0,14,12,2009,3,20,1.0
6016,1.226,0.052,237.96,5.0,7,9,2007,10,16,17.0
6017,1.262,0.0,237.14,5.2,14,4,2007,10,25,18.0
6018,0.412,0.138,241.77,1.8,24,4,2009,5,5,1.0
6019,1.464,0.088,243.42,6.0,29,12,2007,3,55,2.0
6020,0.244,0.106,235.91,1.0,6,5,2008,17,1,1.0
6021,2.644,0.204,238.56,12.0,10,3,2010,10,57,31.0
6022,2.6,0.0,244.04,10.6,1,6,2010,0,5,40.0
6023,0.238,0.138,241.53,1.2,16,4,2007,4,24,0.0
6024,1.424,0.082,242.23,5.8,2,11,2010,9,10,19.0
6025,0.658,0.398,244.63,3.0,28,10,2009,12,31,1.0
6026,0.244,0.05,241.6,1.0,25,11,2008,15,5,0.0
6027,2.218,0.43,242.2,9.6,13,12,2009,15,48,21.0
6028,0.25,0.0,241.15,1.0,5,8,2009,3,6,1.0
6029,1.938,0.318,242.11,8.0,17,1,2010,14,38,19.0
6030,1.608,0.226,241.03,6.6,10,4,2008,6,13,18.0
6031,1.932,0.206,240.54,8.0,2,5,2008,13,45,19.0
6032,0.23,0.0,242.35,1.0,2,8,2008,6,11,0.0
6033,3.162,0.382,245.01,13.0,19,12,2009,8,13,21.0
6034,0.428,0.378,241.01,2.4,7,4,2009,19,36,3.0
6035,0.232,0.0,245.84,1.0,20,2,2008,0,15,0.0
6036,2.022,0.154,232.5,9.4,8,9,2007,9,34,26.0
6037,0.55,0.0,240.06,2.4,14,7,2010,12,35,1.0
6038,0.34,0.28,242.59,1.8,8,11,2009,22,0,1.0
6039,0.242,0.094,241.22,1.0,9,1,2008,3,14,1.0
6040,1.922,0.194,239.83,8.0,30,8,2007,22,37,18.0
6041,1.34,0.094,239.77,5.6,9,5,2009,7,34,19.0
6042,0.138,0.0,243.4,0.6,8,6,2009,14,27,1.0
6043,0.402,0.082,240.83,1.6,28,3,2010,23,53,1.0
6044,1.322,0.084,235.55,5.6,25,10,2007,11,50,17.0
6045,1.422,0.124,240.77,5.8,2,4,2007,13,57,18.0
6046,0.198,0.0,240.39,0.8,9,6,2009,2,30,1.0
6047,0.908,0.272,244.24,3.8,24,7,2009,22,47,12.0
6048,2.8,0.054,238.6,11.6,27,11,2008,9,35,18.0
6049,1.364,0.0,241.94,5.6,27,11,2007,16,36,18.0
6050,0.852,0.156,235.84,3.6,6,2,2008,22,37,1.0
6051,0.152,0.122,240.87,0.8,31,8,2008,7,56,1.0
6052,0.368,0.178,240.27,1.6,28,10,2008,9,8,0.0
6053,2.122,0.0,243.53,8.6,16,12,2009,7,22,19.0
6054,0.534,0.068,241.63,2.4,11,2,2008,20,17,0.0
6056,0.244,0.094,232.16,1.0,5,8,2007,8,15,0.0
6057,2.202,0.22,235.22,9.4,11,7,2007,18,28,0.0
6058,0.39,0.162,241.31,1.6,10,7,2010,5,15,3.0
6059,0.374,0.188,242.7,1.8,31,1,2007,23,28,0.0
6060,1.564,0.074,245.8,6.4,2,2,2009,23,21,20.0
6061,2.856,0.494,239.69,12.2,12,12,2009,17,55,29.0
6062,0.55,0.136,242.14,2.2,5,10,2010,14,57,1.0
6063,0.196,0.184,242.14,1.0,27,8,2008,17,55,0.0
6064,1.488,0.206,241.01,6.2,30,4,2008,9,3,18.0
6065,0.34,0.102,247.42,1.4,30,1,2009,5,48,0.0
6066,4.13,0.088,238.27,17.2,29,12,2007,16,12,54.0
6067,3.6,0.0,238.05,15.0,10,9,2007,16,15,54.0
6068,0.144,0.114,244.16,0.6,16,8,2008,19,30,1.0
6069,1.904,0.092,240.81,7.8,20,11,2009,10,4,19.0
6070,0.316,0.056,241.67,1.2,25,2,2010,5,32,1.0
6071,0.24,0.064,241.91,1.0,10,3,2010,5,42,1.0
6072,0.858,0.272,243.64,4.2,1,12,2007,6,6,9.0
6073,1.482,0.09,239.92,6.2,30,7,2008,0,14,18.0
6074,0.35,0.118,246.32,1.4,30,1,2010,5,35,0.0
6075,2.15,0.086,239.55,9.0,18,4,2010,21,2,20.0
6076,1.302,0.052,235.53,5.6,14,1,2008,18,46,1.0
6077,2.678,0.286,236.51,11.4,23,2,2009,20,13,17.0
6078,0.536,0.358,240.96,2.8,13,7,2007,19,13,1.0
6079,0.124,0.0,240.89,0.6,9,6,2007,15,27,0.0
6080,0.494,0.06,240.98,2.0,29,1,2009,18,34,0.0
6081,0.22,0.0,243.41,0.8,27,3,2008,4,34,0.0
6082,0.258,0.07,242.23,1.0,9,7,2010,5,4,1.0
6083,0.304,0.15,248.44,1.4,26,1,2007,16,56,1.0
6084,0.318,0.246,240.3,1.6,7,9,2008,12,41,0.0
6085,0.208,0.0,242.37,1.0,29,8,2009,8,3,0.0
6086,0.376,0.188,243.62,1.6,3,12,2009,5,8,0.0
6087,1.732,0.0,242.39,7.2,20,11,2007,22,46,20.0
6088,1.498,0.0,241.57,6.2,2,10,2010,0,54,18.0
6089,1.28,0.34,243.49,5.4,25,12,2009,11,57,14.0
6090,0.122,0.0,235.67,0.6,18,7,2007,21,2,0.0
6091,0.572,0.186,239.78,2.8,16,8,2009,10,26,6.0
6092,0.14,0.0,239.45,0.6,8,1,2008,15,42,0.0
6093,0.176,0.15,240.06,0.8,8,5,2008,20,18,1.0
6094,0.276,0.114,241.93,1.2,26,7,2010,15,50,1.0
6096,3.188,0.084,243.6,13.0,2,2,2010,6,44,18.0
6097,1.456,0.12,238.3,6.0,5,2,2009,12,5,18.0
6098,1.438,0.048,240.34,6.0,29,4,2009,12,19,19.0
6099,1.262,0.12,239.84,5.2,29,8,2007,19,44,18.0
6100,0.216,0.1,244.4,1.0,21,8,2009,15,11,1.0
6101,1.654,0.236,239.73,6.8,9,9,2009,11,59,19.0
6102,0.594,0.088,237.69,2.4,10,5,2009,19,51,1.0
6103,0.472,0.09,242.82,2.0,23,11,2009,16,58,1.0
6104,1.354,0.092,244.75,5.4,12,7,2008,5,55,18.0
6105,1.836,0.382,237.5,7.8,5,8,2008,12,6,18.0
6106,3.402,0.0,230.33,14.8,31,5,2007,6,38,0.0
6107,1.276,0.0,239.89,5.2,3,1,2007,16,50,17.0
6108,2.952,0.0,236.27,12.4,26,11,2007,8,1,17.0
6109,1.374,0.082,238.5,5.6,5,2,2009,12,45,19.0
6110,0.424,0.352,238.11,2.2,9,2,2008,2,55,3.0
6111,1.388,0.066,239.99,5.8,18,1,2008,4,19,18.0
6112,1.824,0.37,240.15,7.8,9,12,2009,18,57,18.0
6113,3.91,0.124,238.33,16.6,19,1,2010,20,30,18.0
6114,1.896,0.158,242.94,7.8,1,4,2007,11,43,19.0
6115,0.296,0.102,238.61,1.4,27,7,2010,3,1,0.0
6116,0.414,0.108,242.79,1.8,12,3,2009,1,51,3.0
6117,0.378,0.062,240.94,1.6,5,2,2009,18,34,1.0
6118,3.22,0.046,241.06,13.2,30,11,2008,0,1,17.0
6119,0.354,0.058,237.75,1.6,9,9,2010,14,1,2.0
6120,0.824,0.238,239.84,3.6,28,11,2009,12,39,2.0
6121,0.108,0.0,241.15,0.4,22,8,2007,3,39,0.0
6122,1.602,0.22,241.55,6.6,4,3,2010,20,12,19.0
6123,0.31,0.204,239.39,1.4,31,5,2008,7,18,2.0
6124,2.194,0.362,245.1,9.4,25,12,2007,14,13,7.0
6125,0.374,0.07,240.17,1.6,10,12,2010,3,28,1.0
6126,0.26,0.0,248.5,1.2,23,12,2009,22,50,0.0
6127,1.92,0.35,240.4,8.2,14,7,2007,22,42,19.0
6128,6.21,0.21,241.11,25.6,13,3,2010,14,16,98.0
6129,0.998,0.232,245.21,4.2,21,12,2007,16,39,1.0
6130,3.754,0.168,240.15,15.6,15,11,2007,23,0,58.0
6131,1.548,0.088,237.96,6.4,29,9,2009,8,55,18.0
6132,1.762,0.222,237.58,7.4,31,1,2007,13,20,18.0
6133,2.438,0.182,233.26,10.4,22,7,2007,1,7,36.0
6134,0.27,0.096,239.12,1.2,25,8,2007,17,27,0.0
6135,0.148,0.088,240.05,0.8,8,6,2008,17,39,0.0
6136,2.616,0.086,240.83,10.8,2,7,2009,0,6,18.0
6137,0.366,0.184,240.12,1.8,4,12,2007,12,26,1.0
6138,1.358,0.086,243.5,5.6,24,11,2008,2,34,1.0
6139,1.336,0.0,245.44,5.4,21,12,2007,3,55,19.0
6140,4.128,0.0,236.59,17.4,4,11,2010,21,41,45.0
6142,0.722,0.0,241.37,3.0,27,4,2010,7,19,1.0
6143,3.99,0.0,241.52,16.4,12,2,2007,15,15,56.0
6144,0.272,0.254,241.63,1.4,27,8,2007,6,53,1.0
6145,2.738,0.072,235.54,11.6,18,1,2007,18,38,17.0
6146,0.188,0.0,246.29,0.8,9,2,2010,19,54,1.0
6147,0.31,0.0,243.9,1.4,4,8,2009,2,51,1.0
6148,0.41,0.218,244.13,1.8,25,4,2008,11,26,2.0
6149,0.298,0.212,239.26,1.4,7,10,2007,9,45,0.0
6150,0.702,0.0,236.23,3.0,16,5,2007,21,56,1.0
6151,1.38,0.0,235.66,5.8,5,5,2010,15,48,18.0
6152,0.222,0.0,244.61,1.0,25,2,2007,13,40,0.0
6153,3.902,0.252,238.93,16.2,2,9,2008,20,51,38.0
6154,1.54,0.108,241.89,6.4,25,1,2007,14,11,18.0
6155,0.248,0.11,237.66,1.2,31,7,2010,16,10,1.0
6156,0.294,0.074,244.83,1.2,26,3,2009,0,15,0.0
6157,0.138,0.072,237.31,0.8,27,8,2008,6,36,0.0
6158,3.004,0.0,239.99,12.4,25,3,2008,7,17,18.0
6159,0.39,0.378,242.38,2.2,21,7,2009,4,22,3.0
6160,1.448,0.184,242.42,6.0,3,11,2009,13,29,19.0
6161,1.312,0.0,239.53,5.4,22,4,2009,16,27,18.0
6162,1.554,0.0,238.28,6.4,14,5,2010,18,37,18.0
6163,0.426,0.172,243.58,1.8,12,3,2009,13,36,1.0
6164,0.32,0.0,239.57,1.4,13,5,2009,6,46,1.0
6165,0.768,0.172,236.69,3.2,17,9,2010,11,4,11.0
6166,0.164,0.14,241.57,0.8,8,9,2008,13,30,1.0
6167,0.18,0.054,236.03,0.8,6,8,2007,0,50,0.0
6168,0.244,0.046,240.54,1.0,5,3,2010,6,39,1.0
6169,0.452,0.0,245.35,1.8,3,2,2010,2,31,1.0
6170,0.142,0.0,242.71,0.8,19,6,2007,15,13,0.0
6171,0.582,0.178,242.67,2.4,15,4,2008,7,14,1.0
6172,0.474,0.078,239.57,2.0,25,4,2010,14,27,0.0
6173,0.228,0.052,243.6,1.0,21,11,2010,6,1,0.0
6174,3.452,0.802,231.09,15.4,22,3,2008,19,12,16.0
6175,0.354,0.0,242.5,1.8,15,9,2008,1,47,0.0
6176,0.53,0.09,244.35,2.4,11,2,2008,6,7,0.0
6177,1.406,0.122,240.51,5.8,6,10,2009,6,3,19.0
6178,0.402,0.214,245.87,1.8,27,11,2008,2,44,2.0
6179,0.284,0.06,238.4,1.2,25,5,2009,12,0,2.0
6180,1.93,0.084,242.51,7.8,28,1,2007,16,25,18.0
6181,0.376,0.106,242.36,1.6,30,3,2010,23,34,2.0
6182,0.484,0.194,240.42,2.4,7,1,2007,20,27,1.0
6183,0.08,0.0,239.91,0.2,21,8,2008,14,48,1.0
6184,0.736,0.076,242.34,3.0,18,5,2010,15,13,0.0
6185,1.276,0.496,242.09,5.6,28,6,2010,20,14,13.0
6186,0.772,0.208,241.68,3.2,7,6,2010,13,46,2.0
6187,0.256,0.258,241.42,1.4,16,8,2008,9,23,0.0
6188,0.21,0.06,243.64,0.8,31,10,2008,6,28,0.0
6189,2.31,0.0,242.14,9.4,23,3,2007,6,49,18.0
6190,3.534,0.0,237.8,14.8,30,1,2009,17,49,17.0
6191,0.138,0.0,240.4,0.6,27,6,2008,4,17,1.0
6192,0.99,0.346,239.42,4.4,29,5,2010,17,48,3.0
6193,0.55,0.328,242.64,2.6,21,4,2009,16,37,3.0
6194,1.33,0.056,240.45,5.4,22,9,2010,13,37,19.0
6195,2.666,0.176,234.15,11.4,27,9,2009,10,9,37.0
6196,1.788,0.204,241.92,7.4,28,9,2009,21,2,12.0
6197,3.784,0.456,242.56,15.6,25,12,2009,15,27,45.0
6198,1.32,0.092,236.99,5.8,16,1,2007,20,18,0.0
6199,3.796,0.058,238.09,15.8,13,4,2008,22,10,38.0
6200,0.234,0.12,240.53,1.0,29,6,2007,2,13,0.0
6201,1.474,0.094,240.91,6.0,29,7,2009,9,5,18.0
6202,2.37,0.0,236.75,10.0,19,1,2008,20,38,17.0
6203,1.66,0.18,242.68,6.8,26,11,2009,7,51,19.0
6204,0.318,0.108,242.27,1.4,12,10,2009,5,48,0.0
6205,3.498,0.184,247.45,14.2,16,12,2009,15,58,52.0
6206,3.396,0.234,243.71,14.0,3,3,2009,7,28,19.0
6207,0.392,0.346,242.08,2.2,7,1,2007,16,50,1.0
6208,1.998,0.296,245.65,8.4,25,3,2007,14,43,20.0
6209,0.222,0.15,239.85,1.2,8,1,2007,21,9,0.0
6210,4.126,0.244,240.61,17.6,17,12,2006,1,47,28.0
6211,3.75,0.4,242.18,16.2,4,3,2010,11,44,52.0
6212,0.408,0.0,242.17,2.2,23,9,2008,2,37,5.0
6213,0.266,0.0,245.73,1.0,4,7,2008,4,43,1.0
6214,0.378,0.132,244.36,1.6,27,1,2010,3,57,1.0
6215,2.682,0.186,235.05,11.8,6,4,2010,21,56,29.0
6216,0.312,0.098,243.42,1.4,9,6,2009,16,36,2.0
6217,2.394,0.104,243.06,9.8,29,12,2006,7,11,0.0
6218,1.16,0.066,232.35,5.0,8,7,2007,12,40,16.0
6219,0.562,0.218,240.54,2.6,29,7,2008,16,58,3.0
6220,0.222,0.0,242.11,0.8,3,11,2008,8,42,0.0
6221,1.428,0.0,241.58,5.8,1,3,2007,11,46,18.0
6222,0.566,0.088,240.02,2.4,13,6,2010,8,16,0.0
6223,0.728,0.068,243.91,3.0,20,12,2007,0,34,0.0
6224,1.518,0.292,237.91,6.4,10,3,2009,18,45,19.0
6225,0.294,0.066,242.58,1.2,24,6,2009,17,0,0.0
6226,0.962,0.31,242.7,4.2,26,10,2009,14,56,12.0
6227,2.234,0.0,238.12,9.4,7,5,2010,22,0,18.0
6228,1.412,0.096,243.06,5.8,19,1,2009,11,46,18.0
6229,1.88,0.0,238.05,7.8,11,9,2007,7,16,18.0
6230,0.458,0.234,246.04,2.0,11,3,2010,15,13,3.0
6231,1.292,0.0,243.94,5.2,23,2,2009,4,32,0.0
6232,0.398,0.094,241.86,1.8,24,5,2009,0,59,1.0
6233,2.992,0.084,239.31,14.4,2,12,2008,6,41,0.0
6234,0.846,0.158,240.39,4.0,30,5,2010,9,23,1.0
6235,1.316,0.05,239.73,5.4,14,11,2009,9,29,19.0
6236,0.946,0.36,240.09,4.4,7,2,2008,8,24,2.0
6237,0.858,0.064,243.04,3.6,16,6,2010,20,57,1.0
6238,0.304,0.258,242.36,1.6,22,6,2007,5,32,1.0
6239,0.31,0.094,243.02,1.2,4,1,2009,6,39,2.0
6240,0.162,0.14,240.66,0.8,18,8,2008,13,51,1.0
6241,1.304,0.0,242.21,5.4,20,6,2010,10,15,19.0
6242,0.28,0.206,237.4,1.4,22,7,2007,19,57,0.0
6243,0.618,0.224,238.3,2.8,30,5,2009,11,56,1.0
6244,0.388,0.102,244.93,1.6,21,10,2010,3,8,1.0
6245,0.644,0.146,239.89,2.8,21,3,2010,22,2,1.0
6246,1.366,0.078,246.26,5.6,31,10,2010,23,59,0.0
6247,0.68,0.08,243.13,2.8,11,5,2009,15,46,1.0
6248,0.294,0.062,246.03,1.2,26,3,2008,14,59,0.0
6249,0.258,0.076,243.14,1.2,18,9,2010,16,11,2.0
6250,1.502,0.232,237.21,6.4,16,8,2007,10,9,17.0
6251,3.504,0.0,238.99,14.6,2,4,2007,6,19,0.0
6252,0.246,0.0,242.52,1.2,7,2,2009,8,30,1.0
6253,1.404,0.0,240.33,5.8,13,2,2007,16,19,18.0
6254,0.238,0.092,240.49,1.0,9,4,2008,4,4,3.0
6255,1.572,0.122,241.96,6.4,24,4,2009,18,47,18.0
6256,0.18,0.152,240.82,0.8,21,8,2008,23,20,1.0
6257,0.426,0.222,243.44,2.0,20,4,2008,3,48,1.0
6258,0.246,0.11,241.97,1.0,8,11,2010,15,7,3.0
6259,2.976,0.484,230.05,13.0,5,1,2007,18,43,37.0
6260,0.352,0.102,241.58,1.4,4,11,2009,4,3,1.0
6261,3.632,0.608,241.58,15.2,1,5,2010,8,56,19.0
6262,0.242,0.0,242.35,1.0,27,5,2010,22,58,1.0
6263,0.214,0.0,234.67,1.0,6,4,2007,2,53,0.0
6264,2.816,0.0,236.62,11.8,26,3,2008,22,5,37.0
6265,0.156,0.0,243.36,0.6,15,7,2009,3,16,1.0
6266,1.804,0.172,231.08,7.8,11,12,2010,17,58,0.0
6267,0.25,0.06,242.28,1.0,13,10,2010,6,36,1.0
6268,0.298,0.114,241.14,1.2,6,9,2007,3,10,0.0
6269,0.368,0.076,241.42,1.6,18,10,2008,15,29,1.0
6270,0.684,0.182,242.64,2.8,25,7,2010,20,38,0.0
6271,3.75,0.0,238.97,15.6,12,12,2007,20,4,17.0
6272,0.268,0.28,242.84,1.6,8,10,2008,6,45,1.0
6273,0.396,0.114,242.02,1.6,19,7,2009,17,40,2.0
6274,0.368,0.12,243.37,1.6,10,6,2009,0,22,1.0
6275,0.488,0.202,242.62,2.2,10,7,2007,3,43,0.0
6276,1.092,0.334,243.72,4.6,21,7,2010,21,26,12.0
6277,0.592,0.206,242.08,3.0,24,8,2009,13,27,8.0
6278,0.558,0.0,242.97,2.2,30,7,2008,23,15,1.0
6279,0.554,0.0,239.36,2.2,2,2,2007,12,26,0.0
6280,0.234,0.09,241.89,1.0,8,9,2010,4,10,1.0
6281,0.836,0.06,238.98,3.6,7,9,2008,22,12,1.0
6282,0.578,0.0,237.21,2.4,29,3,2010,18,35,0.0
6283,1.886,0.0,242.63,7.8,13,3,2010,7,58,18.0
6284,0.742,0.362,239.08,3.4,15,7,2008,23,59,2.0
6285,1.338,0.082,239.81,5.6,16,8,2010,17,50,19.0
6286,1.35,0.232,238.96,5.6,23,6,2007,6,11,19.0
6287,0.292,0.072,243.52,1.4,29,9,2010,12,32,1.0
6288,0.312,0.202,238.17,1.6,30,6,2007,10,10,0.0
6289,0.364,0.084,241.55,1.6,9,7,2008,18,54,2.0
6290,1.692,0.072,237.12,7.0,10,1,2009,19,43,19.0
6291,3.47,0.184,238.65,14.4,4,7,2007,23,26,18.0
6292,3.404,0.212,237.08,14.4,30,1,2010,9,27,54.0
6293,1.34,0.0,245.68,5.4,18,12,2008,14,33,18.0
6294,2.612,0.106,240.96,10.8,22,12,2007,22,58,19.0
6295,0.394,0.134,247.83,1.8,20,11,2007,16,31,0.0
6296,0.282,0.082,235.95,1.2,11,1,2007,19,51,1.0
6297,2.76,0.124,237.55,12.4,5,6,2008,16,48,34.0
6298,2.958,0.0,241.82,12.2,2,4,2009,7,5,17.0
6299,0.734,0.194,245.84,3.2,27,10,2010,12,56,1.0
6300,0.18,0.0,237.32,0.8,22,6,2008,12,16,1.0
6301,0.22,0.0,242.57,0.8,11,3,2009,5,26,1.0
6302,1.676,0.248,235.52,7.2,16,3,2008,11,19,17.0
6303,0.138,0.0,239.96,0.6,8,1,2009,8,32,1.0
6304,4.386,0.132,231.63,18.8,6,3,2007,21,42,40.0
6305,1.504,0.228,239.57,6.2,27,8,2007,7,40,19.0
6306,0.08,0.0,239.96,0.2,8,12,2008,2,48,1.0
6307,0.406,0.34,240.6,2.2,8,12,2010,2,47,1.0
6308,1.96,0.358,240.16,8.2,6,10,2007,22,42,19.0
6309,1.832,0.278,239.65,7.8,1,3,2007,21,5,2.0
6310,0.602,0.106,241.82,2.4,3,2,2008,23,39,0.0
6311,0.422,0.232,241.78,2.0,5,7,2008,17,52,1.0
6312,2.192,0.07,236.79,9.2,10,6,2009,20,57,1.0
6313,1.494,0.074,237.69,6.2,31,8,2007,7,54,18.0
6314,0.876,0.232,235.21,3.8,22,3,2010,22,0,1.0
6315,1.55,0.122,241.06,6.4,24,10,2010,17,49,18.0
6316,0.304,0.252,241.48,1.6,7,12,2009,5,45,2.0
6317,1.882,0.27,240.79,7.8,9,5,2010,11,16,21.0
6318,2.236,0.118,236.23,10.6,2,4,2007,12,31,28.0
6319,0.344,0.106,244.04,1.4,30,4,2010,19,15,1.0
6320,3.732,0.0,235.58,15.8,30,10,2007,13,52,53.0
6321,0.402,0.196,241.49,1.8,10,1,2008,4,39,1.0
6322,2.134,0.224,238.02,9.0,24,1,2009,19,7,0.0
6323,2.454,0.076,232.13,10.6,10,12,2007,19,23,16.0
6324,0.224,0.148,234.33,1.0,8,10,2007,22,42,0.0
6325,0.388,0.188,231.88,1.8,25,5,2007,13,27,1.0
6326,0.452,0.248,247.25,2.0,3,8,2010,23,27,0.0
6327,1.096,0.078,242.99,4.4,4,6,2010,23,23,0.0
6329,1.472,0.084,243.42,6.0,15,12,2008,13,0,18.0
6330,0.238,0.0,245.51,1.0,1,4,2008,6,28,0.0
6331,1.924,0.186,242.07,8.0,20,2,2007,11,41,18.0
6332,0.36,0.0,238.37,1.8,13,1,2008,10,27,0.0
6333,2.466,0.0,243.5,10.0,3,9,2008,0,40,19.0
6334,1.256,0.0,235.16,5.2,5,4,2010,15,53,18.0
6335,1.092,0.228,238.92,4.6,30,9,2009,15,0,14.0
6336,0.18,0.152,240.9,0.8,26,8,2008,11,9,1.0
6337,0.566,0.19,246.78,2.4,12,1,2008,23,42,0.0
6338,2.726,0.056,232.01,11.6,11,9,2010,17,16,17.0
6339,0.918,0.348,242.09,4.0,8,2,2010,12,37,12.0
6340,1.326,0.046,242.55,5.4,19,11,2009,11,59,18.0
6341,0.406,0.18,243.51,1.8,21,1,2010,2,26,1.0
6342,0.218,0.0,245.78,0.8,3,12,2009,23,58,0.0
6343,0.28,0.046,246.1,1.2,20,2,2010,15,30,1.0
6344,0.224,0.0,244.96,1.0,17,3,2009,6,11,0.0
